current_density_A_cm2,voltage_V,voltage_clean_V,temperature_C,stoich_anode,stoich_cathode,E_nernst_V,eta_act_V,eta_ohm_V,eta_mt_V,i0_A_cm2,alpha,R_ohm_ohm_cm2,i_L_A_cm2,p_H2_atm,p_O2_atm,curve_id
0.24736842105263157,0.4556804700786145,0.45683695290249693,50,1.2,3.0,1.1997079326076996,0.7051666257584114,0.03710526315789473,0.0005990907888965227,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.32105263157894737,0.4280635460005954,0.43107458295648826,50,1.2,3.0,1.1997079326076996,0.7196874684427375,0.0481578947368421,0.0007879864716317599,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.39473684210526316,0.39353542938281927,0.40832064928649353,50,1.2,3.0,1.1997079326076996,0.7311946061702346,0.05921052631578947,0.000982150835182002,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.46842105263157896,0.3803379392863399,0.387536381370287,50,1.2,3.0,1.1997079326076996,0.7407265071012605,0.07026315789473685,0.001181886241415175,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.5421052631578946,0.3635352698277045,0.3681416575373024,50,1.2,3.0,1.1997079326076996,0.7488629637454867,0.08131578947368419,0.0013875218512263555,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.6157894736842104,0.3603504567056761,0.34977923444348696,50,1.2,3.0,1.1997079326076996,0.755960860223364,0.09236842105263156,0.0015994168882171392,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.6894736842105262,0.33564953348406296,0.33221335058837836,50,1.2,3.0,1.1997079326076996,0.762255564972896,0.10342105263157893,0.0018179644148462947,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.763157894736842,0.29764973464525796,0.3152801361988853,50,1.2,3.0,1.1997079326076996,0.7679105164775333,0.1144736842105263,0.0020435957207547454,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.8368421052631578,0.30210182918313,0.29886098948918205,50,1.2,3.0,1.1997079326076996,0.7730438418826848,0.12552631578947368,0.002276785446358981,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.9105263157894736,0.2790164063486468,0.28286722915280993,50,1.2,3.0,1.1997079326076996,0.7777436984917807,0.13657894736842105,0.002518057594687902,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.9842105263157893,0.26046151496225334,0.2672307349653129,50,1.2,3.0,1.1997079326076996,0.7820776260721108,0.1476315789473684,0.0027679926229074586,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.0578947368421052,0.2580147354763665,0.2518979725879578,50,1.2,3.0,1.1997079326076996,0.7860985136385098,0.1586842105263158,0.003027235854916219,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.131578947368421,0.24713602560007372,0.2368260303751142,50,1.2,3.0,1.1997079326076996,0.7898485526055227,0.16973684210526316,0.0032965075217995425,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.2052631578947368,0.23129270483435294,0.22197990364319095,50,1.2,3.0,1.1997079326076996,0.7933619404568916,0.18078947368421053,0.0035766148234065553,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.2789473684210526,0.1989384047947313,0.20733058002695767,50,1.2,3.0,1.1997079326076996,0.7966667807977623,0.1918421052631579,0.0038684665198217027,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.3526315789473684,0.18976153087991893,0.19285365463843107,50,1.2,3.0,1.1997079326076996,0.7997864504096756,0.20289473684210527,0.004173090717487709,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.4263157894736842,0.18184093853823355,0.1785283042241979,50,1.2,3.0,1.1997079326076996,0.802740603234558,0.21394736842105264,0.004491656727891075,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
1.5,0.17409196052063594,0.16433650924941234,50,1.2,3.0,1.1997079326076996,0.8055459211865346,0.22499999999999998,0.004825502171752697,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,2
0.1,0.522012113689893,0.5268038560683459,50,1.5,2.0,1.1968851947900756,0.6547242487552618,0.015,0.00035708996646790787,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.17368421052631577,0.4828724655586401,0.48472905532527827,50,1.5,2.0,1.1968851947900756,0.6854710594478273,0.026052631578947365,0.0006324484380226553,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.24736842105263157,0.4426308077923411,0.4536941575324014,50,1.5,2.0,1.1968851947900756,0.7051666257584114,0.03710526315789473,0.0009191483413680761,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.32105263157894737,0.41585960115116694,0.42782166739197364,50,1.5,2.0,1.1968851947900756,0.7196874684427375,0.0481578947368421,0.0012181642185223654,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.39473684210526316,0.4130747186454226,0.4049494604214806,50,1.5,2.0,1.1968851947900756,0.7311946061702346,0.05921052631578947,0.0015306018825709344,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.46842105263157896,0.39760020697290743,0.3840378066871992,50,1.5,2.0,1.1968851947900756,0.7407265071012605,0.07026315789473685,0.001857723106878994,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.5421052631578946,0.3637853639488052,0.3645054651646085,50,1.5,2.0,1.1968851947900756,0.7488629637454867,0.08131578947368419,0.0022009764062962288,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.6157894736842104,0.35602920668476634,0.3459938777058461,50,1.5,2.0,1.1968851947900756,0.755960860223364,0.09236842105263156,0.0025620358082340177,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.6894736842105262,0.33188208719681916,0.3282657269463428,50,1.5,2.0,1.1968851947900756,0.762255564972896,0.10342105263157893,0.00294285023925783,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.763157894736842,0.30470408933785315,0.31115528688390437,50,1.5,2.0,1.1968851947900756,0.7679105164775333,0.1144736842105263,0.0033457072181116913,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.8368421052631578,0.2981556770371349,0.2945417209820508,50,1.5,2.0,1.1968851947900756,0.7730438418826848,0.12552631578947368,0.0037733161358662784,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.9105263157894736,0.29371399576668955,0.2783336301020299,50,1.5,2.0,1.1968851947900756,0.7777436984917807,0.13657894736842105,0.004228918827843976,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.9842105263157893,0.26210129045216496,0.2624595508432645,50,1.5,2.0,1.1968851947900756,0.7820776260721108,0.1476315789473684,0.0047164389273318475,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.0578947368421052,0.26250821961996784,0.2468617830618278,50,1.5,2.0,1.1968851947900756,0.7860985136385098,0.1586842105263158,0.0052406875634222515,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.131578947368421,0.20529469603145764,0.23149214707235508,50,1.5,2.0,1.1968851947900756,0.7898485526055227,0.16973684210526316,0.0058076530069347,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.2052631578947368,0.2245278866327559,0.21630886158900367,50,1.5,2.0,1.1968851947900756,0.7933619404568916,0.18078947368421053,0.006424919059969836,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.2789473684210526,0.20214449179342542,0.2012740211110437,50,1.5,2.0,1.1968851947900756,0.7966667807977623,0.1918421052631579,0.007102287618111678,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.3526315789473684,0.18336119600696718,0.18635126951162587,50,1.5,2.0,1.1968851947900756,0.7997864504096756,0.20289473684210527,0.007852738026668915,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.4263157894736842,0.1724208622082456,0.17150325444289058,50,1.5,2.0,1.1968851947900756,0.802740603234558,0.21394736842105264,0.0086939686915744,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
1.5,0.13681258011402675,0.15668826926003568,50,1.5,2.0,1.1968851947900756,0.8055459211865346,0.22499999999999998,0.009651004343505394,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,3
0.1,0.5262335002530355,0.5284302191314106,50,1.5,2.5,1.198438659511103,0.6547242487552618,0.015,0.0002841916244305232,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.17368421052631577,0.489984815514305,0.48641368979918753,50,1.5,2.5,1.198438659511103,0.6854710594478273,0.026052631578947365,0.0005012786851407574,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.24736842105263157,0.47022035739876006,0.4554414169513449,50,1.5,2.5,1.198438659511103,0.7051666257584114,0.03710526315789473,0.0007253536434519567,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.32105263157894737,0.42445371277166843,0.4296364149544049,50,1.5,2.5,1.198438659511103,0.7196874684427375,0.0481578947368421,0.0009568813771184547,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.39473684210526316,0.39875221624158774,0.40683715227051964,50,1.5,2.5,1.198438659511103,0.7311946061702346,0.05921052631578947,0.0011963747545592682,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.46842105263157896,0.3809870226026538,0.3860045930384992,50,1.5,2.5,1.198438659511103,0.7407265071012605,0.07026315789473685,0.0014444014766063283,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.5421052631578946,0.37571233528626063,0.3665583141092399,50,1.5,2.5,1.198438659511103,0.7488629637454867,0.08131578947368419,0.0017015921826922104,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.6157894736842104,0.35142823921900757,0.3481407281224107,50,1.5,2.5,1.198438659511103,0.755960860223364,0.09236842105263156,0.0019686501126967293,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.6894736842105262,0.3252180771719006,0.330515679209571,50,1.5,2.5,1.198438659511103,0.762255564972896,0.10342105263157893,0.0022463626970570137,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.763157894736842,0.3186515175979678,0.3135188432668342,50,1.5,2.5,1.198438659511103,0.7679105164775333,0.1144736842105263,0.002535615556209177,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.8368421052631578,0.29800186779587645,0.29703109230239605,50,1.5,2.5,1.198438659511103,0.7730438418826848,0.12552631578947368,0.0028374095365483487,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.9105263157894736,0.2906495819469858,0.2809631320416569,50,1.5,2.5,1.198438659511103,0.7777436984917807,0.13657894736842105,0.003152881609244314,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.9842105263157893,0.2582255928197315,0.26524612375850504,50,1.5,2.5,1.198438659511103,0.7820776260721108,0.1476315789473684,0.0034833307331186593,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.0578947368421052,0.24654906371291355,0.24982568517889123,50,1.5,2.5,1.198438659511103,0.7860985136385098,0.1586842105263158,0.0038302501673861556,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.131578947368421,0.2307368150027281,0.23465789653404967,50,1.5,2.5,1.198438659511103,0.7898485526055227,0.16973684210526316,0.004195368266267453,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.2052631578947368,0.20507139531273627,0.21970654479405746,50,1.5,2.5,1.198438659511103,0.7933619404568916,0.18078947368421053,0.004580700575943395,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.2789473684210526,0.20790235900777282,0.20494115623712705,50,1.5,2.5,1.198438659511103,0.7966667807977623,0.1918421052631579,0.004988617213055675,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.3526315789473684,0.19294609374027213,0.19033554101847325,50,1.5,2.5,1.198438659511103,0.7997864504096756,0.20289473684210527,0.005421931240848878,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.4263157894736842,0.17591780600157564,0.17586667143515103,50,1.5,2.5,1.198438659511103,0.802740603234558,0.21394736842105264,0.0058840164203413136,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
1.5,0.15916790009803708,0.16151377143178855,50,1.5,2.5,1.198438659511103,0.8055459211865346,0.22499999999999998,0.006378966892779872,7.843869937977802e-07,0.5,0.15,2.5,1.0,0.2625,4
0.1,0.5155939630485933,0.5297476704690974,50,1.5,3.0,1.1997079326076996,0.6547242487552618,0.015,0.00023601338334036358,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.17368421052631577,0.48356260296160175,0.48776905618925537,50,1.5,3.0,1.1997079326076996,0.6854710594478273,0.026052631578947365,0.0004151853916695543,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.24736842105263157,0.4534098077372292,0.45683695290249693,50,1.5,3.0,1.1997079326076996,0.7051666257584114,0.03710526315789473,0.0005990907888965227,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.32105263157894737,0.4230518102642721,0.43107458295648826,50,1.5,3.0,1.1997079326076996,0.7196874684427375,0.0481578947368421,0.0007879864716317599,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.39473684210526316,0.40670779216983344,0.40832064928649353,50,1.5,3.0,1.1997079326076996,0.7311946061702346,0.05921052631578947,0.000982150835182002,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.46842105263157896,0.39157688993843237,0.387536381370287,50,1.5,3.0,1.1997079326076996,0.7407265071012605,0.07026315789473685,0.001181886241415175,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.5421052631578946,0.3870035165494077,0.3681416575373024,50,1.5,3.0,1.1997079326076996,0.7488629637454867,0.08131578947368419,0.0013875218512263555,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.6157894736842104,0.35152501257180535,0.34977923444348696,50,1.5,3.0,1.1997079326076996,0.755960860223364,0.09236842105263156,0.0015994168882171392,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.6894736842105262,0.334788854495606,0.33221335058837836,50,1.5,3.0,1.1997079326076996,0.762255564972896,0.10342105263157893,0.0018179644148462947,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.763157894736842,0.3145356770412236,0.3152801361988853,50,1.5,3.0,1.1997079326076996,0.7679105164775333,0.1144736842105263,0.0020435957207547454,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.8368421052631578,0.27967327733619163,0.29886098948918205,50,1.5,3.0,1.1997079326076996,0.7730438418826848,0.12552631578947368,0.002276785446358981,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.9105263157894736,0.28260209039831774,0.28286722915280993,50,1.5,3.0,1.1997079326076996,0.7777436984917807,0.13657894736842105,0.002518057594687902,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.9842105263157893,0.26783303706472317,0.2672307349653129,50,1.5,3.0,1.1997079326076996,0.7820776260721108,0.1476315789473684,0.0027679926229074586,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.0578947368421052,0.2765303937128107,0.2518979725879578,50,1.5,3.0,1.1997079326076996,0.7860985136385098,0.1586842105263158,0.003027235854916219,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.131578947368421,0.234902420727303,0.2368260303751142,50,1.5,3.0,1.1997079326076996,0.7898485526055227,0.16973684210526316,0.0032965075217995425,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.2052631578947368,0.22499537706652709,0.22197990364319095,50,1.5,3.0,1.1997079326076996,0.7933619404568916,0.18078947368421053,0.0035766148234065553,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.2789473684210526,0.20698346232990525,0.20733058002695767,50,1.5,3.0,1.1997079326076996,0.7966667807977623,0.1918421052631579,0.0038684665198217027,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.3526315789473684,0.18116687426223574,0.19285365463843107,50,1.5,3.0,1.1997079326076996,0.7997864504096756,0.20289473684210527,0.004173090717487709,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.4263157894736842,0.18995653236934812,0.1785283042241979,50,1.5,3.0,1.1997079326076996,0.802740603234558,0.21394736842105264,0.004491656727891075,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
1.5,0.1718558395762801,0.16433650924941234,50,1.5,3.0,1.1997079326076996,0.8055459211865346,0.22499999999999998,0.004825502171752697,7.843869937977802e-07,0.5,0.15,3.0,1.0,0.315,5
0.1,0.5347141755387763,0.5268038560683459,50,2.0,2.0,1.1968851947900756,0.6547242487552618,0.015,0.00035708996646790787,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.17368421052631577,0.47563518077733086,0.48472905532527827,50,2.0,2.0,1.1968851947900756,0.6854710594478273,0.026052631578947365,0.0006324484380226553,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.24736842105263157,0.4677221006417624,0.4536941575324014,50,2.0,2.0,1.1968851947900756,0.7051666257584114,0.03710526315789473,0.0009191483413680761,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.32105263157894737,0.41380315676405083,0.42782166739197364,50,2.0,2.0,1.1968851947900756,0.7196874684427375,0.0481578947368421,0.0012181642185223654,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.39473684210526316,0.4108180313594833,0.4049494604214806,50,2.0,2.0,1.1968851947900756,0.7311946061702346,0.05921052631578947,0.0015306018825709344,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.46842105263157896,0.405942362945299,0.3840378066871992,50,2.0,2.0,1.1968851947900756,0.7407265071012605,0.07026315789473685,0.001857723106878994,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.5421052631578946,0.35460010191330166,0.3645054651646085,50,2.0,2.0,1.1968851947900756,0.7488629637454867,0.08131578947368419,0.0022009764062962288,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.6157894736842104,0.3403309004098184,0.3459938777058461,50,2.0,2.0,1.1968851947900756,0.755960860223364,0.09236842105263156,0.0025620358082340177,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.6894736842105262,0.3292622405972192,0.3282657269463428,50,2.0,2.0,1.1968851947900756,0.762255564972896,0.10342105263157893,0.00294285023925783,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
0.763157894736842,0.3061205303427424,0.31115528688390437,50,2.0,2.0,1.1968851947900756,0.7679105164775333,0.1144736842105263,0.0033457072181116913,7.843869937977802e-07,0.5,0.15,2.0,1.0,0.21,6
