current_density_mA_cm2,temperature_C,electrode_thickness_mm,flow_rate_mL_s,SOC,V_discharge_V,V_charge_V,voltage_efficiency,pumping_power_W,E_nernst_V,eta_act_discharge_V,eta_act_charge_V,eta_ohm_V,eta_mt_V,R_ohm_ohm_cm2,i_L_A_cm2,V_discharge_clean_V,V_charge_clean_V,voltage_efficiency_clean,cycle_id
50.0,25.0,3,30,0.1,0.8996272332533857,1.3945633033684814,0.6653775319602052,0.06826666666666667,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.00925,0.00045175672523676717,0.185,2.8687031943994823,0.9007561147558184,1.3934344218660488,0.6464287810183064,10
50.0,25.0,3,30,0.3,0.9629985712308475,1.4699243602032126,0.6640908622301762,0.06826666666666667,1.21646146571703,0.2366373968298785,0.2366373968298785,0.00925,0.00045175672523676717,0.185,2.8687031943994823,0.9701223121619148,1.4628006192721452,0.6631951746401533,11
50.0,25.0,3,30,0.5,1.0142154593934343,1.5057845406065657,0.6656033968259703,0.06826666666666667,1.26,0.2366373968298785,0.2366373968298785,0.00925,0.00045175672523676717,0.185,2.8687031943994823,1.0136608464448849,1.5063391535551152,0.672930026450246,12
50.0,25.0,3,30,0.7,1.0590778708195832,1.5479991977463567,0.6664156758222237,0.06826666666666667,1.30353853428297,0.2366373968298785,0.2366373968298785,0.00925,0.00045175672523676717,0.185,2.8687031943994823,1.0571993807278548,1.549877687838085,0.6821179432568875,13
50.0,25.0,3,30,0.9,1.1251071093849847,1.620702353993148,0.6873778624811335,0.06826666666666667,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.00925,0.00045175672523676717,0.185,2.8687031943994823,1.1265655781339512,1.6192438852441815,0.6957355765861456,14
50.0,25.0,3,50,0.1,0.910120028817911,1.3840705078039564,0.6387692600210517,0.4145898240799174,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.00925,0.0003492335856889153,0.185,3.7034798990404045,0.9008586378953662,1.393331898726501,0.6465499273495043,15
50.0,25.0,3,50,0.3,0.9649362806566831,1.467986650777377,0.6631326936249495,0.4145898240799174,1.21646146571703,0.2366373968298785,0.2366373968298785,0.00925,0.0003492335856889153,0.185,3.7034798990404045,0.9702248353014626,1.4626980961325975,0.6633117509804355,16
50.0,25.0,3,50,0.5,1.0076591513345774,1.5123408486654226,0.6841160723429635,0.4145898240799174,1.26,0.2366373968298785,0.2366373968298785,0.00925,0.0003492335856889153,0.185,3.7034798990404045,1.0137633695844326,1.5062366304155674,0.6730438957023224,17
50.0,25.0,3,50,0.7,1.0475035532480037,1.5595735153179362,0.6850790782977031,0.4145898240799174,1.30353853428297,0.2366373968298785,0.2366373968298785,0.00925,0.0003492335856889153,0.185,3.7034798990404045,1.0573019038674025,1.5497751646985374,0.6822292213419675,18
50.0,25.0,3,50,0.9,1.1276524074528445,1.6181570559252882,0.6773587716707452,0.4145898240799174,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.00925,0.0003492335856889153,0.185,3.7034798990404045,1.126668101273499,1.6191413621046338,0.6958429496291815,19
50.0,25.0,5,10,0.1,0.8992771375646429,1.3949133990572244,0.6531801130293567,0.007585185185185184,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.01125,0.0007875753223621659,0.22499999999999998,1.6562465615116801,0.898420296158693,1.3957702404631742,0.6436734858744088,20
50.0,25.0,5,10,0.3,0.966280975086843,1.466641956347217,0.6590157828952691,0.007585185185185184,1.21646146571703,0.2366373968298785,0.2366373968298785,0.01125,0.0007875753223621659,0.22499999999999998,1.6562465615116801,0.9677864935647894,1.4651364378692706,0.6605435975452423,21
50.0,25.0,5,10,0.5,1.007725806805786,1.512274193194214,0.650517652974684,0.007585185185185184,1.26,0.2366373968298785,0.2366373968298785,0.01125,0.0007875753223621659,0.22499999999999998,1.6562465615116801,1.0113250278477595,1.5086749721522406,0.6703398985965988,22
50.0,25.0,5,10,0.7,1.060149173261824,1.546927895304116,0.673325761373634,0.007585185185185184,1.30353853428297,0.2366373968298785,0.2366373968298785,0.01125,0.0007875753223621659,0.22499999999999998,1.6562465615116801,1.0548635621307294,1.5522135064352105,0.6795866404701714,23
50.0,25.0,5,10,0.9,1.1154145587600122,1.6303949046181205,0.6980575021976735,0.007585185185185184,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.01125,0.0007875753223621659,0.22499999999999998,1.6562465615116801,1.1242297595368258,1.621579703841307,0.6932929395167409,24
50.0,25.0,5,20,0.1,0.8967280707653262,1.3974624658565413,0.648121999364044,0.030340740740740738,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.01125,0.0005543893136473836,0.22499999999999998,2.342286349923623,0.8986534821674078,1.3955370544544596,0.6439481340169125,25
50.0,25.0,5,20,0.3,0.9710780610177085,1.4618448704163516,0.6518616174849982,0.030340740740740738,1.21646146571703,0.2366373968298785,0.2366373968298785,0.01125,0.0005543893136473836,0.22499999999999998,2.342286349923623,0.9680196795735042,1.464903251860556,0.6608079259459859,26
50.0,25.0,5,20,0.5,1.016214614452055,1.503785385547945,0.6844258386697188,0.030340740740740738,1.26,0.2366373968298785,0.2366373968298785,0.01125,0.0005543893136473836,0.22499999999999998,2.342286349923623,1.011558213856474,1.508441786143526,0.6705981120044534,27
50.0,25.0,5,20,0.7,1.053550686260188,1.553526382305752,0.6684283433823988,0.030340740740740738,1.30353853428297,0.2366373968298785,0.2366373968298785,0.01125,0.0005543893136473836,0.22499999999999998,2.342286349923623,1.055096748139444,1.551980320426496,0.6798389994078633,28
50.0,25.0,5,20,0.9,1.1293406711811522,1.6164687921969805,0.6981313384724365,0.030340740740740738,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.01125,0.0005543893136473836,0.22499999999999998,2.342286349923623,1.1244629455455404,1.6213465178325923,0.6935364730352132,29
50.0,25.0,5,30,0.1,0.8978278198724993,1.396362716749368,0.63789661863116,0.06826666666666667,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.01125,0.00045175672523676717,0.22499999999999998,2.8687031943994823,0.8987561147558184,1.3954344218660488,0.6440690445015353,30
50.0,25.0,5,30,0.3,0.9621412790415115,1.4707816523925485,0.6463002187772977,0.06826666666666667,1.21646146571703,0.2366373968298785,0.2366373968298785,0.01125,0.00045175672523676717,0.22499999999999998,2.8687031943994823,0.9681223121619148,1.4648006192721452,0.6609242919647124,31
50.0,25.0,5,30,0.5,1.018442046587739,1.501557953412261,0.6816111981489782,0.06826666666666667,1.26,0.2366373968298785,0.2366373968298785,0.01125,0.00045175672523676717,0.22499999999999998,2.8687031943994823,1.0116608464448849,1.5083391535551152,0.6707117852509678,32
50.0,25.0,5,30,0.7,1.060217045217315,1.546860023348625,0.6789708288684644,0.06826666666666667,1.30353853428297,0.2366373968298785,0.2366373968298785,0.01125,0.00045175672523676717,0.22499999999999998,2.8687031943994823,1.0551993807278548,1.551877687838085,0.6799500946481478,33
50.0,25.0,5,30,0.9,1.1213399793609256,1.6244694840172071,0.6986606129743312,0.06826666666666667,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.01125,0.00045175672523676717,0.22499999999999998,2.8687031943994823,1.1245655781339512,1.6212438852441815,0.6936436820944902,34
50.0,25.0,5,50,0.1,0.906548820727696,1.3876417158941712,0.6488459913772804,0.4145898240799174,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.01125,0.0003492335856889153,0.22499999999999998,3.7034798990404045,0.8988586378953662,1.395331898726501,0.644189843804002,35
50.0,25.0,5,50,0.3,0.9760480535805327,1.4568748778535274,0.660566900878622,0.4145898240799174,1.21646146571703,0.2366373968298785,0.2366373968298785,0.01125,0.0003492335856889153,0.22499999999999998,3.7034798990404045,0.9682248353014626,1.4646980961325975,0.6610405501706956,36
50.0,25.0,5,50,0.5,1.0158728821063088,1.5041271178936912,0.6356775240506807,0.4145898240799174,1.26,0.2366373968298785,0.2366373968298785,0.01125,0.0003492335856889153,0.22499999999999998,3.7034798990404045,1.0117633695844326,1.5082366304155674,0.6708253527204544,37
50.0,25.0,5,50,0.7,1.053806867115073,1.5532702014508668,0.6812450325621294,0.4145898240799174,1.30353853428297,0.2366373968298785,0.2366373968298785,0.01125,0.0003492335856889153,0.22499999999999998,3.7034798990404045,1.0553019038674025,1.5517751646985374,0.680061086086795,38
50.0,25.0,5,50,0.9,1.1147302567004944,1.6310792066776383,0.6950239726022901,0.4145898240799174,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.01125,0.0003492335856889153,0.22499999999999998,3.7034798990404045,1.124668101273499,1.6211413621046338,0.6937507903773472,39
50.0,25.0,7,10,0.1,0.8982058590162517,1.3959846776056155,0.6385040284502649,0.007585185185185184,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0007875753223621659,0.265,1.6562465615116801,0.896420296158693,1.3977702404631742,0.6413216351362935,40
50.0,25.0,7,10,0.3,0.9631951424734212,1.4697277889606388,0.6777373051653519,0.007585185185185184,1.21646146571703,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0007875753223621659,0.265,1.6562465615116801,0.9657864935647894,1.4671364378692706,0.6582799449568616,41
50.0,25.0,7,10,0.5,1.0068162426298368,1.5131837573701632,0.6573249637332245,0.007585185185185184,1.26,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0007875753223621659,0.265,1.6562465615116801,1.0093250278477595,1.5106749721522406,0.668128516360992,42
50.0,25.0,7,10,0.7,1.0545073176790278,1.552569750886912,0.6898276384679837,0.007585185185185184,1.30353853428297,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0007875753223621659,0.265,1.6562465615116801,1.0528635621307294,1.5542135064352105,0.6774253072511305,43
50.0,25.0,7,10,0.9,1.1247960967023927,1.62101336667574,0.683883583656599,0.007585185185185184,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0007875753223621659,0.265,1.6562465615116801,1.1222297595368258,1.623579703841307,0.6912070635532628,44
50.0,25.0,7,20,0.1,0.9014967071200722,1.3926938295017952,0.6428411881868618,0.030340740740740738,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0005543893136473836,0.265,2.342286349923623,0.8966534821674078,1.3975370544544596,0.6415954978148497,45
50.0,25.0,7,20,0.3,0.9643813688405154,1.468541562593545,0.6492969023482845,0.030340740740740738,1.21646146571703,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0005543893136473836,0.265,2.342286349923623,0.9660196795735042,1.466903251860556,0.6585435531267976,46
50.0,25.0,7,20,0.5,1.0022406391158134,1.5177593608841866,0.6631444541001346,0.030340740740740738,1.26,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0005543893136473836,0.265,2.342286349923623,1.009558213856474,1.510441786143526,0.668386046465311,47
50.0,25.0,7,20,0.7,1.0544020245003434,1.5526750440655965,0.6816904951958483,0.030340740740740738,1.30353853428297,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0005543893136473836,0.265,2.342286349923623,1.053096748139444,1.553980320426496,0.6776770170747192,48
50.0,25.0,7,20,0.9,1.1212900098786647,1.624519453499468,0.691520711398355,0.030340740740740738,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0005543893136473836,0.265,2.342286349923623,1.1224629455455404,1.6233465178325923,0.6914499974067116,49
50.0,25.0,7,30,0.1,0.8946528881419916,1.3995376484798756,0.6235507396766702,0.06826666666666667,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.00045175672523676717,0.265,2.8687031943994823,0.8967561147558184,1.3974344218660488,0.6417160624670637,50
50.0,25.0,7,30,0.3,0.9621109258158067,1.4708120056182534,0.6541449578986893,0.06826666666666667,1.21646146571703,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.00045175672523676717,0.265,2.8687031943994823,0.9661223121619148,1.4668006192721452,0.6586596020400669,51
50.0,25.0,7,30,0.5,1.0116811007289574,1.5083188992710426,0.6663430307773954,0.06826666666666667,1.26,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.00045175672523676717,0.265,2.8687031943994823,1.0096608464448849,1.5103391535551152,0.6684994188678036,52
50.0,25.0,7,30,0.7,1.054072269792014,1.553004798773926,0.7033565033746656,0.06826666666666667,1.30353853428297,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.00045175672523676717,0.265,2.8687031943994823,1.0531993807278548,1.553877687838085,0.6777878265265359,53
50.0,25.0,7,30,0.9,1.1221933485551203,1.6236161148230124,0.6951191576670701,0.06826666666666667,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.00045175672523676717,0.265,2.8687031943994823,1.1225655781339512,1.6232438852441815,0.6915569424523572,54
50.0,25.0,7,50,0.1,0.8967260685181202,1.3974644681037471,0.617205767584393,0.4145898240799174,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0003492335856889153,0.265,3.7034798990404045,0.8968586378953662,1.397331898726501,0.6418365162297835,55
50.0,25.0,7,50,0.3,0.978541045863889,1.4543818855701711,0.6595691071979234,0.4145898240799174,1.21646146571703,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0003492335856889153,0.265,3.7034798990404045,0.9662248353014626,1.4666980961325975,0.6587755434122488,56
50.0,25.0,7,50,0.5,1.0112711062961006,1.5087288937038994,0.6660403861268879,0.4145898240799174,1.26,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0003492335856889153,0.265,3.7034798990404045,1.0097633695844326,1.5102366304155674,0.6686126857528141,57
50.0,25.0,7,50,0.7,1.0474585136793049,1.559618554886635,0.6774279112700833,0.4145898240799174,1.30353853428297,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0003492335856889153,0.265,3.7034798990404045,1.0533019038674025,1.5537751646985374,0.6778985324249044,58
50.0,25.0,7,50,0.9,1.1264277664369329,1.6193816969411998,0.707472770067174,0.4145898240799174,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.013250000000000001,0.0003492335856889153,0.265,3.7034798990404045,1.122668101273499,1.6231413621046338,0.6916637869530969,59
50.0,25.0,10,10,0.1,0.8888733588847193,1.405317177737148,0.6478969568817848,0.007585185185185184,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0007875753223621659,0.32499999999999996,1.6562465615116801,0.893420296158693,1.4007702404631743,0.6378064513015906,60
50.0,25.0,10,10,0.3,0.955777238250828,1.477145693183232,0.6732697023112499,0.007585185185185184,1.21646146571703,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0007875753223621659,0.32499999999999996,1.6562465615116801,0.9627864935647894,1.4701364378692707,0.6548960142503477,61
50.0,25.0,10,10,0.5,1.0172773059768092,1.5027226940231908,0.6726255148589342,0.007585185185185184,1.26,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0007875753223621659,0.32499999999999996,1.6562465615116801,1.0063250278477593,1.5136749721522407,0.6648224000274653,62
50.0,25.0,10,10,0.7,1.0470320734827154,1.5600449950832245,0.6608374497033769,0.007585185185185184,1.30353853428297,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0007875753223621659,0.32499999999999996,1.6562465615116801,1.0498635621307293,1.5572135064352106,0.6741937170414659,63
50.0,25.0,10,10,0.9,1.1167123812662447,1.629097082111888,0.6894592452838876,0.007585185185185184,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0007875753223621659,0.32499999999999996,1.6562465615116801,1.1192297595368257,1.626579703841307,0.6880878673781979,64
50.0,25.0,10,20,0.1,0.8939962970414379,1.4001942395804297,0.6182902222518288,0.030340740740740738,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0005543893136473836,0.32499999999999996,2.342286349923623,0.8936534821674078,1.4005370544544598,0.6380791420870372,65
50.0,25.0,10,20,0.3,0.9653876417266801,1.4675352897073803,0.641239000417475,0.030340740740740738,1.21646146571703,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0005543893136473836,0.32499999999999996,2.342286349923623,0.9630196795735042,1.4699032518605561,0.6551585475809683,66
50.0,25.0,10,20,0.5,1.0143078858815617,1.5056921141184383,0.6528491168956256,0.030340740740740738,1.26,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0005543893136473836,0.32499999999999996,2.342286349923623,1.006558213856474,1.513441786143526,0.6650789102508748,67
50.0,25.0,10,20,0.7,1.0484864405584156,1.5585906280075243,0.6638792410370775,0.030340740740740738,1.30353853428297,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0005543893136473836,0.32499999999999996,2.342286349923623,1.0500967481394439,1.556980320426496,0.674444457879722,68
50.0,25.0,10,20,0.9,1.1133086239633705,1.6325008394147622,0.6995292704717557,0.030340740740740738,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0005543893136473836,0.32499999999999996,2.342286349923623,1.1194629455455403,1.6263465178325924,0.6883299058785035,69
50.0,25.0,10,30,0.1,0.9002918285272306,1.3938987080946368,0.6411024856899602,0.06826666666666667,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.00045175672523676717,0.32499999999999996,2.8687031943994823,0.8937561147558184,1.400434421866049,0.6381991907660393,70
50.0,25.0,10,30,0.3,0.9640454814545764,1.4688774499794839,0.6342072799172469,0.06826666666666667,1.21646146571703,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.00045175672523676717,0.32499999999999996,2.8687031943994823,0.9631223121619148,1.4698006192721453,0.6552741232609217,71
50.0,25.0,10,30,0.5,1.0105699608037713,1.5094300391962288,0.6686492718703875,0.06826666666666667,1.26,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.00045175672523676717,0.32499999999999996,2.8687031943994823,1.0066608464448847,1.5133391535551153,0.6651918336217305,72
50.0,25.0,10,30,0.7,1.0435970976624334,1.5634799709035065,0.6578670189172061,0.06826666666666667,1.30353853428297,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.00045175672523676717,0.32499999999999996,2.8687031943994823,1.0501993807278547,1.5568776878380852,0.674554840712108,73
50.0,25.0,10,30,0.9,1.121050501500117,1.6247589618780156,0.6956229287695881,0.06826666666666667,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.00045175672523676717,0.32499999999999996,2.8687031943994823,1.119565578133951,1.6262438852441816,0.6884364567285353,74
50.0,25.0,10,50,0.1,0.8955908789428512,1.3985996576790163,0.6415170165534265,0.4145898240799174,1.1470952683109337,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0003492335856889153,0.32499999999999996,3.7034798990404045,0.8938586378953662,1.4003318987265012,0.6383191289923945,75
50.0,25.0,10,50,0.3,0.9643861037872676,1.4685368276467925,0.6464759693115056,0.4145898240799174,1.21646146571703,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0003492335856889153,0.32499999999999996,3.7034798990404045,0.9632248353014626,1.4696980961325976,0.6553895918053633,76
50.0,25.0,10,50,0.5,1.0031916124943006,1.5168083875056995,0.669204301459016,0.4145898240799174,1.26,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0003492335856889153,0.32499999999999996,3.7034798990404045,1.0067633695844325,1.5132366304155676,0.6653046518626459,77
50.0,25.0,10,50,0.7,1.0526710684719613,1.5544060000939786,0.6998405800642575,0.4145898240799174,1.30353853428297,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0003492335856889153,0.32499999999999996,3.7034798990404045,1.0503019038674024,1.5567751646985375,0.6746651203616731,78
50.0,25.0,10,50,0.9,1.1229508693166679,1.6228585940614648,0.6721376359087426,0.4145898240799174,1.3729047316890663,0.2366373968298785,0.2366373968298785,0.016249999999999997,0.0003492335856889153,0.32499999999999996,3.7034798990404045,1.1196681012734988,1.626141362104634,0.688542907379447,79
100.0,25.0,3,10,0.1,0.8230582816044448,1.4711322550174224,0.5444870020719844,0.007585185185185184,1.1470952683109337,0.3078723513715126,0.3078723513715126,0.0185,0.0016000583536885675,0.185,1.6562465615116801,0.8191228585857325,1.4750676780361347,0.5553120516316178,80
100.0,25.0,3,10,0.3,0.8843856444000704,1.5485372870339897,0.5886150649064836,0.007585185185185184,1.21646146571703,0.3078723513715126,0.3078723513715126,0.0185,0.0016000583536885675,0.185,1.6562465615116801,0.8884890559918289,1.544433875442231,0.5752846205457778,81
100.0,25.0,3,10,0.5,0.9340914949094814,1.5859085050905188,0.5982380091128604,0.007585185185185184,1.26,0.3078723513715126,0.3078723513715126,0.0185,0.0016000583536885675,0.185,1.6562465615116801,0.9320275902747989,1.5879724097252013,0.586929334897,82
100.0,25.0,3,10,0.7,0.9850500894710386,1.6220269790949013,0.6077836064099278,0.007585185185185184,1.30353853428297,0.3078723513715126,0.3078723513715126,0.0185,0.0016000583536885675,0.185,1.6562465615116801,0.9755661245577688,1.631510944008171,0.5979525470795021,83
100.0,25.0,3,10,0.9,1.041163641142078,1.7046458222360548,0.6113340094761525,0.007585185185185184,1.3729047316890663,0.3078723513715126,0.3078723513715126,0.0185,0.0016000583536885675,0.185,1.6562465615116801,1.0449323219638653,1.7008771414142674,0.6143490887854554,84
100.0,25.0,3,20,0.1,0.8155228600733121,1.4786676765485551,0.5459291786508035,0.030340740740740738,1.1470952683109337,0.3078723513715126,0.3078723513715126,0.0185,0.0011210054412817672,0.185,2.342286349923623,0.8196019114981393,1.474588625123728,0.5558173293445616,85
100.0,25.0,3,20,0.3,0.8906738687783189,1.542249062655741,0.5748855320997369,0.030340740740740738,1.21646146571703,0.3078723513715126,0.3078723513715126,0.0185,0.0011210054412817672,0.185,2.342286349923623,0.8889681089042357,1.5439548225298243,0.575773394358541,86
100.0,25.0,3,20,0.5,0.9366425594323858,1.5833574405676143,0.5906588265915248,0.030340740740740738,1.26,0.3078723513715126,0.3078723513715126,0.0185,0.0011210054412817672,0.185,2.342286349923623,0.9325066431872057,1.5874933568127945,0.5874082176062748,87
100.0,25.0,3,20,0.7,0.9833128478559622,1.6237642207099776,0.5985774965390678,0.030340740740740738,1.30353853428297,0.3078723513715126,0.3078723513715126,0.0185,0.0011210054412817672,0.185,2.342286349923623,0.9760451774701756,1.6310318910957642,0.5984218842063513,88
100.0,25.0,3,20,0.9,1.0590122207092203,1.6867972426689124,0.611549658065274,0.030340740740740738,1.3729047316890663,0.3078723513715126,0.3078723513715126,0.0185,0.0011210054412817672,0.185,2.342286349923623,1.0454113748762721,1.7003980885018606,0.6148038991253714,89
100.0,25.0,3,30,0.1,0.8155255300119847,1.4786650066098825,0.5629962025044334,0.06826666666666667,1.1470952683109337,0.3078723513715126,0.3078723513715126,0.0185,0.0009115991453549683,0.185,2.8687031943994823,0.8198113177940661,1.474379218827801,0.5560383023072271,90
100.0,25.0,3,30,0.3,0.8915898772763785,1.5413330541576815,0.5636507389369159,0.06826666666666667,1.21646146571703,0.3078723513715126,0.3078723513715126,0.0185,0.0009115991453549683,0.185,2.8687031943994823,0.8891775152001625,1.5437454162338975,0.5759871451922359,91
100.0,25.0,3,30,0.5,0.9362860519535929,1.5837139480464073,0.5849914268042947,0.06826666666666667,1.26,0.3078723513715126,0.3078723513715126,0.0185,0.0009115991453549683,0.185,2.8687031943994823,0.9327160494831325,1.5872839505168677,0.5876176402964397,92
100.0,25.0,3,30,0.7,0.975890439202818,1.6311866293631216,0.6042929877135397,0.06826666666666667,1.30353853428297,0.3078723513715126,0.3078723513715126,0.0185,0.0009115991453549683,0.185,2.8687031943994823,0.9762545837661024,1.6308224847998374,0.5986271300925343,93
100.0,25.0,3,30,0.9,1.0380465450487697,1.707762918329363,0.604587178911785,0.06826666666666667,1.3729047316890663,0.3078723513715126,0.3078723513715126,0.0185,0.0009115991453549683,0.185,2.8687031943994823,1.045620781172199,1.7001886822059338,0.6150027888760814,94
100.0,25.0,3,50,0.1,0.8243016311931797,1.4698889054286874,0.5512906386715465,0.4145898240799174,1.1470952683109337,0.3078723513715126,0.3078723513715126,0.0185,0.0007032797178588192,0.185,3.7034798990404045,0.8200196372215623,1.4741708994003049,0.5562581906583203,95
100.0,25.0,3,50,0.3,0.8831571407340988,1.5497657906999611,0.5786670597952749,0.4145898240799174,1.21646146571703,0.3078723513715126,0.3078723513715126,0.0185,0.0007032797178588192,0.185,3.7034798990404045,0.8893858346276587,1.5435370968064013,0.5761998441552262,96
100.0,25.0,3,50,0.5,0.9348509558092729,1.5851490441907272,0.5898620359933264,0.4145898240799174,1.26,0.3078723513715126,0.3078723513715126,0.0185,0.0007032797178588192,0.185,3.7034798990404045,0.9329243689106287,1.5870756310893714,0.5878260308680234,97
100.0,25.0,3,50,0.7,0.9772315287233263,1.6298455398426135,0.5882457319456232,0.4145898240799174,1.30353853428297,0.3078723513715126,0.3078723513715126,0.0185,0.0007032797178588192,0.185,3.7034798990404045,0.9764629031935986,1.6306141653723412,0.5988313630101632,98
