cycle_id,cycle_number,phase,flow_rate_mL_min,temperature_K,soc,cell_voltage_V,stack_voltage_V,current_A,power_kW,source
0,1,discharge,60,298.15,0.7974,1.06605,42.642,-100.0,4.264,Aspen_Plus_v14
0,1,discharge,60,298.15,0.7769,1.07807,43.123,-100.0,4.312,Aspen_Plus_v14
0,1,discharge,60,298.15,0.7564,1.06818,42.727,-100.0,4.273,Aspen_Plus_v14
0,1,discharge,60,298.15,0.7359,1.071,42.84,-100.0,4.284,Aspen_Plus_v14
0,1,discharge,60,298.15,0.7154,1.0773,43.092,-100.0,4.309,Aspen_Plus_v14
0,1,discharge,60,298.15,0.6949,1.05964,42.386,-100.0,4.239,Aspen_Plus_v14
0,1,discharge,60,298.15,0.6744,1.06092,42.437,-100.0,4.244,Aspen_Plus_v14
0,1,discharge,60,298.15,0.6538,1.07483,42.993,-100.0,4.299,Aspen_Plus_v14
0,1,discharge,60,298.15,0.6333,1.06212,42.485,-100.0,4.248,Aspen_Plus_v14
0,1,discharge,60,298.15,0.6128,1.06626,42.65,-100.0,4.265,Aspen_Plus_v14
0,1,discharge,60,298.15,0.5923,1.07146,42.858,-100.0,4.286,Aspen_Plus_v14
0,1,discharge,60,298.15,0.5718,1.07056,42.823,-100.0,4.282,Aspen_Plus_v14
0,1,discharge,60,298.15,0.5513,1.07489,42.995,-100.0,4.3,Aspen_Plus_v14
0,1,discharge,60,298.15,0.5308,1.07359,42.944,-100.0,4.294,Aspen_Plus_v14
0,1,discharge,60,298.15,0.5103,1.07146,42.858,-100.0,4.286,Aspen_Plus_v14
0,1,discharge,60,298.15,0.4897,1.06225,42.49,-100.0,4.249,Aspen_Plus_v14
0,1,discharge,60,298.15,0.4692,1.07009,42.803,-100.0,4.28,Aspen_Plus_v14
0,1,discharge,60,298.15,0.4487,1.06768,42.707,-100.0,4.271,Aspen_Plus_v14
0,1,discharge,60,298.15,0.4282,1.05948,42.379,-100.0,4.238,Aspen_Plus_v14
0,1,discharge,60,298.15,0.4077,1.0732,42.928,-100.0,4.293,Aspen_Plus_v14
0,1,discharge,60,298.15,0.3872,1.07015,42.806,-100.0,4.281,Aspen_Plus_v14
0,1,discharge,60,298.15,0.3667,1.06634,42.654,-100.0,4.265,Aspen_Plus_v14
0,1,discharge,60,298.15,0.3462,1.06495,42.598,-100.0,4.26,Aspen_Plus_v14
0,1,discharge,60,298.15,0.3256,1.06012,42.405,-100.0,4.24,Aspen_Plus_v14
0,1,discharge,60,298.15,0.3051,1.06711,42.684,-100.0,4.268,Aspen_Plus_v14
0,1,discharge,60,298.15,0.2846,1.06845,42.738,-100.0,4.274,Aspen_Plus_v14
0,1,discharge,60,298.15,0.2641,1.06196,42.478,-100.0,4.248,Aspen_Plus_v14
0,1,discharge,60,298.15,0.2436,1.07192,42.877,-100.0,4.288,Aspen_Plus_v14
0,1,discharge,60,298.15,0.2231,1.06062,42.425,-100.0,4.242,Aspen_Plus_v14
0,1,discharge,60,298.15,0.2026,1.0555,42.22,-100.0,4.222,Aspen_Plus_v14
0,1,discharge,60,298.15,0.1821,1.07131,42.852,-100.0,4.285,Aspen_Plus_v14
0,1,discharge,60,298.15,0.1615,1.06409,42.564,-100.0,4.256,Aspen_Plus_v14
0,1,discharge,60,298.15,0.141,1.06548,42.619,-100.0,4.262,Aspen_Plus_v14
0,1,discharge,60,298.15,0.1205,1.06192,42.477,-100.0,4.248,Aspen_Plus_v14
0,1,discharge,60,298.15,0.1,1.05808,42.323,-100.0,4.232,Aspen_Plus_v14
1,2,charge,60,298.15,0.1,1.45817,58.327,100.0,5.833,Aspen_Plus_v14
1,2,charge,60,298.15,0.1205,1.44844,57.938,100.0,5.794,Aspen_Plus_v14
1,2,charge,60,298.15,0.141,1.46019,58.408,100.0,5.841,Aspen_Plus_v14
1,2,charge,60,298.15,0.1615,1.45593,58.237,100.0,5.824,Aspen_Plus_v14
1,2,charge,60,298.15,0.182,1.45032,58.013,100.0,5.801,Aspen_Plus_v14
1,2,charge,60,298.15,0.2025,1.44646,57.858,100.0,5.786,Aspen_Plus_v14
1,2,charge,60,298.15,0.223,1.44823,57.929,100.0,5.793,Aspen_Plus_v14
1,2,charge,60,298.15,0.2435,1.44583,57.833,100.0,5.783,Aspen_Plus_v14
1,2,charge,60,298.15,0.264,1.46232,58.493,100.0,5.849,Aspen_Plus_v14
1,2,charge,60,298.15,0.2845,1.45271,58.108,100.0,5.811,Aspen_Plus_v14
1,2,charge,60,298.15,0.305,1.45764,58.306,100.0,5.831,Aspen_Plus_v14
1,2,charge,60,298.15,0.3255,1.44555,57.822,100.0,5.782,Aspen_Plus_v14
1,2,charge,60,298.15,0.346,1.45279,58.112,100.0,5.811,Aspen_Plus_v14
1,2,charge,60,298.15,0.3665,1.45778,58.311,100.0,5.831,Aspen_Plus_v14
1,2,charge,60,298.15,0.387,1.45021,58.009,100.0,5.801,Aspen_Plus_v14
1,2,charge,60,298.15,0.4075,1.45704,58.282,100.0,5.828,Aspen_Plus_v14
1,2,charge,60,298.15,0.428,1.44647,57.859,100.0,5.786,Aspen_Plus_v14
1,2,charge,60,298.15,0.4485,1.44507,57.803,100.0,5.78,Aspen_Plus_v14
1,2,charge,60,298.15,0.469,1.45379,58.151,100.0,5.815,Aspen_Plus_v14
1,2,charge,60,298.15,0.4895,1.44999,58.0,100.0,5.8,Aspen_Plus_v14
1,2,charge,60,298.15,0.51,1.4551,58.204,100.0,5.82,Aspen_Plus_v14
1,2,charge,60,298.15,0.5305,1.442,57.68,100.0,5.768,Aspen_Plus_v14
1,2,charge,60,298.15,0.551,1.45545,58.218,100.0,5.822,Aspen_Plus_v14
1,2,charge,60,298.15,0.5715,1.46488,58.595,100.0,5.86,Aspen_Plus_v14
1,2,charge,60,298.15,0.592,1.45177,58.071,100.0,5.807,Aspen_Plus_v14
1,2,charge,60,298.15,0.6125,1.45206,58.082,100.0,5.808,Aspen_Plus_v14
1,2,charge,60,298.15,0.633,1.45279,58.111,100.0,5.811,Aspen_Plus_v14
1,2,charge,60,298.15,0.6535,1.44258,57.703,100.0,5.77,Aspen_Plus_v14
1,2,charge,60,298.15,0.674,1.45402,58.161,100.0,5.816,Aspen_Plus_v14
1,2,charge,60,298.15,0.6945,1.44386,57.754,100.0,5.775,Aspen_Plus_v14
1,2,charge,60,298.15,0.715,1.44975,57.99,100.0,5.799,Aspen_Plus_v14
1,2,charge,60,298.15,0.7355,1.4581,58.324,100.0,5.832,Aspen_Plus_v14
1,2,charge,60,298.15,0.756,1.44821,57.929,100.0,5.793,Aspen_Plus_v14
1,2,charge,60,298.15,0.7765,1.4544,58.176,100.0,5.818,Aspen_Plus_v14
1,2,charge,60,298.15,0.797,1.45695,58.278,100.0,5.828,Aspen_Plus_v14
1,2,charge,60,298.15,0.8175,1.45328,58.131,100.0,5.813,Aspen_Plus_v14
1,2,charge,60,298.15,0.838,1.44503,57.801,100.0,5.78,Aspen_Plus_v14
1,2,charge,60,298.15,0.8585,1.45023,58.009,100.0,5.801,Aspen_Plus_v14
1,2,charge,60,298.15,0.879,1.46169,58.467,100.0,5.847,Aspen_Plus_v14
1,2,charge,60,298.15,0.8996,1.44176,57.671,100.0,5.767,Aspen_Plus_v14
1,2,discharge,60,298.15,0.8996,1.06473,42.589,-100.0,4.259,Aspen_Plus_v14
1,2,discharge,60,298.15,0.879,1.06335,42.534,-100.0,4.253,Aspen_Plus_v14
1,2,discharge,60,298.15,0.8585,1.06671,42.669,-100.0,4.267,Aspen_Plus_v14
1,2,discharge,60,298.15,0.838,1.06985,42.794,-100.0,4.279,Aspen_Plus_v14
1,2,discharge,60,298.15,0.8175,1.07415,42.966,-100.0,4.297,Aspen_Plus_v14
1,2,discharge,60,298.15,0.797,1.06476,42.59,-100.0,4.259,Aspen_Plus_v14
1,2,discharge,60,298.15,0.7765,1.07017,42.807,-100.0,4.281,Aspen_Plus_v14
1,2,discharge,60,298.15,0.756,1.06861,42.744,-100.0,4.274,Aspen_Plus_v14
1,2,discharge,60,298.15,0.7355,1.06848,42.739,-100.0,4.274,Aspen_Plus_v14
1,2,discharge,60,298.15,0.715,1.06329,42.532,-100.0,4.253,Aspen_Plus_v14
1,2,discharge,60,298.15,0.6945,1.06112,42.445,-100.0,4.244,Aspen_Plus_v14
1,2,discharge,60,298.15,0.674,1.06061,42.424,-100.0,4.242,Aspen_Plus_v14
1,2,discharge,60,298.15,0.6535,1.06233,42.493,-100.0,4.249,Aspen_Plus_v14
1,2,discharge,60,298.15,0.633,1.06772,42.709,-100.0,4.271,Aspen_Plus_v14
1,2,discharge,60,298.15,0.6125,1.06992,42.797,-100.0,4.28,Aspen_Plus_v14
1,2,discharge,60,298.15,0.592,1.06773,42.709,-100.0,4.271,Aspen_Plus_v14
1,2,discharge,60,298.15,0.5715,1.06337,42.535,-100.0,4.253,Aspen_Plus_v14
1,2,discharge,60,298.15,0.551,1.07514,43.006,-100.0,4.301,Aspen_Plus_v14
1,2,discharge,60,298.15,0.5305,1.07371,42.948,-100.0,4.295,Aspen_Plus_v14
1,2,discharge,60,298.15,0.51,1.06434,42.574,-100.0,4.257,Aspen_Plus_v14
1,2,discharge,60,298.15,0.4895,1.06199,42.48,-100.0,4.248,Aspen_Plus_v14
1,2,discharge,60,298.15,0.469,1.06676,42.67,-100.0,4.267,Aspen_Plus_v14
1,2,discharge,60,298.15,0.4485,1.07245,42.898,-100.0,4.29,Aspen_Plus_v14
1,2,discharge,60,298.15,0.428,1.06777,42.711,-100.0,4.271,Aspen_Plus_v14
1,2,discharge,60,298.15,0.4075,1.06889,42.756,-100.0,4.276,Aspen_Plus_v14
1,2,discharge,60,298.15,0.387,1.06505,42.602,-100.0,4.26,Aspen_Plus_v14
1,2,discharge,60,298.15,0.3665,1.06839,42.736,-100.0,4.274,Aspen_Plus_v14
1,2,discharge,60,298.15,0.346,1.07383,42.953,-100.0,4.295,Aspen_Plus_v14
1,2,discharge,60,298.15,0.3255,1.06491,42.597,-100.0,4.26,Aspen_Plus_v14
1,2,discharge,60,298.15,0.305,1.06683,42.673,-100.0,4.267,Aspen_Plus_v14
1,2,discharge,60,298.15,0.2845,1.06738,42.695,-100.0,4.27,Aspen_Plus_v14
1,2,discharge,60,298.15,0.264,1.06753,42.701,-100.0,4.27,Aspen_Plus_v14
1,2,discharge,60,298.15,0.2435,1.05905,42.362,-100.0,4.236,Aspen_Plus_v14
1,2,discharge,60,298.15,0.223,1.05673,42.269,-100.0,4.227,Aspen_Plus_v14
1,2,discharge,60,298.15,0.2025,1.06101,42.441,-100.0,4.244,Aspen_Plus_v14
1,2,discharge,60,298.15,0.182,1.06695,42.678,-100.0,4.268,Aspen_Plus_v14
1,2,discharge,60,298.15,0.1615,1.06888,42.755,-100.0,4.276,Aspen_Plus_v14
1,2,discharge,60,298.15,0.141,1.06346,42.538,-100.0,4.254,Aspen_Plus_v14
1,2,discharge,60,298.15,0.1205,1.073,42.92,-100.0,4.292,Aspen_Plus_v14
1,2,discharge,60,298.15,0.1,1.0654,42.616,-100.0,4.262,Aspen_Plus_v14
2,3,charge,60,298.15,0.0999,1.45199,58.08,100.0,5.808,Aspen_Plus_v14
2,3,charge,60,298.15,0.1204,1.45092,58.037,100.0,5.804,Aspen_Plus_v14
2,3,charge,60,298.15,0.1409,1.45256,58.102,100.0,5.81,Aspen_Plus_v14
2,3,charge,60,298.15,0.1614,1.45541,58.216,100.0,5.822,Aspen_Plus_v14
2,3,charge,60,298.15,0.1819,1.45522,58.209,100.0,5.821,Aspen_Plus_v14
2,3,charge,60,298.15,0.2024,1.4474,57.896,100.0,5.79,Aspen_Plus_v14
2,3,charge,60,298.15,0.2229,1.45951,58.38,100.0,5.838,Aspen_Plus_v14
2,3,charge,60,298.15,0.2433,1.44641,57.857,100.0,5.786,Aspen_Plus_v14
2,3,charge,60,298.15,0.2638,1.45229,58.091,100.0,5.809,Aspen_Plus_v14
2,3,charge,60,298.15,0.2843,1.45052,58.021,100.0,5.802,Aspen_Plus_v14
2,3,charge,60,298.15,0.3048,1.44664,57.866,100.0,5.787,Aspen_Plus_v14
2,3,charge,60,298.15,0.3253,1.45151,58.061,100.0,5.806,Aspen_Plus_v14
2,3,charge,60,298.15,0.3458,1.44819,57.927,100.0,5.793,Aspen_Plus_v14
2,3,charge,60,298.15,0.3663,1.45225,58.09,100.0,5.809,Aspen_Plus_v14
2,3,charge,60,298.15,0.3868,1.4539,58.156,100.0,5.816,Aspen_Plus_v14
2,3,charge,60,298.15,0.4073,1.45925,58.37,100.0,5.837,Aspen_Plus_v14
2,3,charge,60,298.15,0.4278,1.45343,58.137,100.0,5.814,Aspen_Plus_v14
2,3,charge,60,298.15,0.4483,1.44883,57.953,100.0,5.795,Aspen_Plus_v14
2,3,charge,60,298.15,0.4688,1.44993,57.997,100.0,5.8,Aspen_Plus_v14
2,3,charge,60,298.15,0.4893,1.45259,58.104,100.0,5.81,Aspen_Plus_v14
2,3,charge,60,298.15,0.5097,1.45236,58.094,100.0,5.809,Aspen_Plus_v14
2,3,charge,60,298.15,0.5302,1.45919,58.367,100.0,5.837,Aspen_Plus_v14
2,3,charge,60,298.15,0.5507,1.45887,58.355,100.0,5.835,Aspen_Plus_v14
2,3,charge,60,298.15,0.5712,1.45009,58.004,100.0,5.8,Aspen_Plus_v14
2,3,charge,60,298.15,0.5917,1.44915,57.966,100.0,5.797,Aspen_Plus_v14
2,3,charge,60,298.15,0.6122,1.4391,57.564,100.0,5.756,Aspen_Plus_v14
2,3,charge,60,298.15,0.6327,1.44914,57.966,100.0,5.797,Aspen_Plus_v14
2,3,charge,60,298.15,0.6532,1.447,57.88,100.0,5.788,Aspen_Plus_v14
2,3,charge,60,298.15,0.6737,1.45011,58.005,100.0,5.8,Aspen_Plus_v14
2,3,charge,60,298.15,0.6942,1.45385,58.154,100.0,5.815,Aspen_Plus_v14
2,3,charge,60,298.15,0.7147,1.45278,58.111,100.0,5.811,Aspen_Plus_v14
2,3,charge,60,298.15,0.7352,1.45174,58.07,100.0,5.807,Aspen_Plus_v14
2,3,charge,60,298.15,0.7557,1.45289,58.115,100.0,5.812,Aspen_Plus_v14
2,3,charge,60,298.15,0.7761,1.45126,58.05,100.0,5.805,Aspen_Plus_v14
2,3,charge,60,298.15,0.7966,1.45287,58.115,100.0,5.811,Aspen_Plus_v14
2,3,charge,60,298.15,0.8171,1.43573,57.429,100.0,5.743,Aspen_Plus_v14
2,3,charge,60,298.15,0.8376,1.45054,58.022,100.0,5.802,Aspen_Plus_v14
2,3,charge,60,298.15,0.8581,1.45133,58.053,100.0,5.805,Aspen_Plus_v14
2,3,charge,60,298.15,0.8786,1.45018,58.007,100.0,5.801,Aspen_Plus_v14
2,3,charge,60,298.15,0.8991,1.4508,58.032,100.0,5.803,Aspen_Plus_v14
2,3,discharge,60,298.15,0.8991,1.06963,42.785,-100.0,4.279,Aspen_Plus_v14
2,3,discharge,60,298.15,0.8786,1.06312,42.525,-100.0,4.252,Aspen_Plus_v14
2,3,discharge,60,298.15,0.8581,1.07711,43.085,-100.0,4.308,Aspen_Plus_v14
2,3,discharge,60,298.15,0.8376,1.06955,42.782,-100.0,4.278,Aspen_Plus_v14
2,3,discharge,60,298.15,0.8171,1.06608,42.643,-100.0,4.264,Aspen_Plus_v14
2,3,discharge,60,298.15,0.7966,1.06508,42.603,-100.0,4.26,Aspen_Plus_v14
2,3,discharge,60,298.15,0.7761,1.06568,42.627,-100.0,4.263,Aspen_Plus_v14
2,3,discharge,60,298.15,0.7557,1.06153,42.461,-100.0,4.246,Aspen_Plus_v14
2,3,discharge,60,298.15,0.7352,1.06563,42.625,-100.0,4.263,Aspen_Plus_v14
2,3,discharge,60,298.15,0.7147,1.0675,42.7,-100.0,4.27,Aspen_Plus_v14
2,3,discharge,60,298.15,0.6942,1.06901,42.76,-100.0,4.276,Aspen_Plus_v14
2,3,discharge,60,298.15,0.6737,1.06901,42.76,-100.0,4.276,Aspen_Plus_v14
2,3,discharge,60,298.15,0.6532,1.06474,42.589,-100.0,4.259,Aspen_Plus_v14
2,3,discharge,60,298.15,0.6327,1.05903,42.361,-100.0,4.236,Aspen_Plus_v14
2,3,discharge,60,298.15,0.6122,1.06277,42.511,-100.0,4.251,Aspen_Plus_v14
2,3,discharge,60,298.15,0.5917,1.07417,42.967,-100.0,4.297,Aspen_Plus_v14
2,3,discharge,60,298.15,0.5712,1.07059,42.824,-100.0,4.282,Aspen_Plus_v14
2,3,discharge,60,298.15,0.5507,1.06796,42.718,-100.0,4.272,Aspen_Plus_v14
2,3,discharge,60,298.15,0.5302,1.0623,42.492,-100.0,4.249,Aspen_Plus_v14
2,3,discharge,60,298.15,0.5097,1.06613,42.645,-100.0,4.265,Aspen_Plus_v14
2,3,discharge,60,298.15,0.4893,1.05983,42.393,-100.0,4.239,Aspen_Plus_v14
2,3,discharge,60,298.15,0.4688,1.06335,42.534,-100.0,4.253,Aspen_Plus_v14
2,3,discharge,60,298.15,0.4483,1.06488,42.595,-100.0,4.26,Aspen_Plus_v14
2,3,discharge,60,298.15,0.4278,1.0643,42.572,-100.0,4.257,Aspen_Plus_v14
2,3,discharge,60,298.15,0.4073,1.07089,42.836,-100.0,4.284,Aspen_Plus_v14
2,3,discharge,60,298.15,0.3868,1.05902,42.361,-100.0,4.236,Aspen_Plus_v14
2,3,discharge,60,298.15,0.3663,1.06178,42.471,-100.0,4.247,Aspen_Plus_v14
2,3,discharge,60,298.15,0.3458,1.05924,42.369,-100.0,4.237,Aspen_Plus_v14
2,3,discharge,60,298.15,0.3253,1.05992,42.397,-100.0,4.24,Aspen_Plus_v14
2,3,discharge,60,298.15,0.3048,1.06673,42.669,-100.0,4.267,Aspen_Plus_v14
2,3,discharge,60,298.15,0.2843,1.05811,42.324,-100.0,4.232,Aspen_Plus_v14
2,3,discharge,60,298.15,0.2638,1.06988,42.795,-100.0,4.28,Aspen_Plus_v14
2,3,discharge,60,298.15,0.2433,1.06488,42.595,-100.0,4.26,Aspen_Plus_v14
2,3,discharge,60,298.15,0.2229,1.06645,42.658,-100.0,4.266,Aspen_Plus_v14
2,3,discharge,60,298.15,0.2024,1.06772,42.709,-100.0,4.271,Aspen_Plus_v14
2,3,discharge,60,298.15,0.1819,1.06394,42.558,-100.0,4.256,Aspen_Plus_v14
2,3,discharge,60,298.15,0.1614,1.07127,42.851,-100.0,4.285,Aspen_Plus_v14
2,3,discharge,60,298.15,0.1409,1.06514,42.606,-100.0,4.261,Aspen_Plus_v14
2,3,discharge,60,298.15,0.1204,1.06908,42.763,-100.0,4.276,Aspen_Plus_v14
2,3,discharge,60,298.15,0.0999,1.06512,42.605,-100.0,4.26,Aspen_Plus_v14
3,4,charge,60,298.15,0.0999,1.45334,58.134,100.0,5.813,Aspen_Plus_v14
3,4,charge,60,298.15,0.1203,1.45329,58.131,100.0,5.813,Aspen_Plus_v14
3,4,charge,60,298.15,0.1408,1.45314,58.126,100.0,5.813,Aspen_Plus_v14
3,4,charge,60,298.15,0.1613,1.44702,57.881,100.0,5.788,Aspen_Plus_v14
3,4,charge,60,298.15,0.1818,1.45407,58.163,100.0,5.816,Aspen_Plus_v14
3,4,charge,60,298.15,0.2023,1.45029,58.012,100.0,5.801,Aspen_Plus_v14
3,4,charge,60,298.15,0.2227,1.45504,58.202,100.0,5.82,Aspen_Plus_v14
3,4,charge,60,298.15,0.2432,1.44113,57.645,100.0,5.765,Aspen_Plus_v14
3,4,charge,60,298.15,0.2637,1.44456,57.783,100.0,5.778,Aspen_Plus_v14
3,4,charge,60,298.15,0.2842,1.45371,58.148,100.0,5.815,Aspen_Plus_v14
3,4,charge,60,298.15,0.3047,1.4612,58.448,100.0,5.845,Aspen_Plus_v14
3,4,charge,60,298.15,0.3252,1.45606,58.243,100.0,5.824,Aspen_Plus_v14
3,4,charge,60,298.15,0.3456,1.44848,57.939,100.0,5.794,Aspen_Plus_v14
3,4,charge,60,298.15,0.3661,1.44343,57.737,100.0,5.774,Aspen_Plus_v14
3,4,charge,60,298.15,0.3866,1.4556,58.224,100.0,5.822,Aspen_Plus_v14
3,4,charge,60,298.15,0.4071,1.45149,58.059,100.0,5.806,Aspen_Plus_v14
3,4,charge,60,298.15,0.4276,1.45484,58.194,100.0,5.819,Aspen_Plus_v14
3,4,charge,60,298.15,0.448,1.45247,58.099,100.0,5.81,Aspen_Plus_v14
3,4,charge,60,298.15,0.4685,1.45204,58.081,100.0,5.808,Aspen_Plus_v14
3,4,charge,60,298.15,0.489,1.46668,58.667,100.0,5.867,Aspen_Plus_v14
3,4,charge,60,298.15,0.5095,1.45186,58.074,100.0,5.807,Aspen_Plus_v14
3,4,charge,60,298.15,0.53,1.45109,58.044,100.0,5.804,Aspen_Plus_v14
3,4,charge,60,298.15,0.5505,1.45128,58.051,100.0,5.805,Aspen_Plus_v14
3,4,charge,60,298.15,0.5709,1.44897,57.959,100.0,5.796,Aspen_Plus_v14
3,4,charge,60,298.15,0.5914,1.45684,58.274,100.0,5.827,Aspen_Plus_v14
3,4,charge,60,298.15,0.6119,1.45012,58.005,100.0,5.8,Aspen_Plus_v14
3,4,charge,60,298.15,0.6324,1.45507,58.203,100.0,5.82,Aspen_Plus_v14
3,4,charge,60,298.15,0.6529,1.45331,58.132,100.0,5.813,Aspen_Plus_v14
3,4,charge,60,298.15,0.6733,1.45798,58.319,100.0,5.832,Aspen_Plus_v14
3,4,charge,60,298.15,0.6938,1.45399,58.16,100.0,5.816,Aspen_Plus_v14
3,4,charge,60,298.15,0.7143,1.44582,57.833,100.0,5.783,Aspen_Plus_v14
3,4,charge,60,298.15,0.7348,1.44526,57.81,100.0,5.781,Aspen_Plus_v14
3,4,charge,60,298.15,0.7553,1.45893,58.357,100.0,5.836,Aspen_Plus_v14
3,4,charge,60,298.15,0.7758,1.44885,57.954,100.0,5.795,Aspen_Plus_v14
3,4,charge,60,298.15,0.7962,1.44529,57.811,100.0,5.781,Aspen_Plus_v14
3,4,charge,60,298.15,0.8167,1.44854,57.942,100.0,5.794,Aspen_Plus_v14
3,4,charge,60,298.15,0.8372,1.45821,58.328,100.0,5.833,Aspen_Plus_v14
3,4,charge,60,298.15,0.8577,1.44479,57.792,100.0,5.779,Aspen_Plus_v14
3,4,charge,60,298.15,0.8782,1.44756,57.902,100.0,5.79,Aspen_Plus_v14
3,4,charge,60,298.15,0.8986,1.44856,57.942,100.0,5.794,Aspen_Plus_v14
3,4,discharge,60,298.15,0.8986,1.05985,42.394,-100.0,4.239,Aspen_Plus_v14
3,4,discharge,60,298.15,0.8782,1.06019,42.408,-100.0,4.241,Aspen_Plus_v14
3,4,discharge,60,298.15,0.8577,1.05852,42.341,-100.0,4.234,Aspen_Plus_v14
3,4,discharge,60,298.15,0.8372,1.0638,42.552,-100.0,4.255,Aspen_Plus_v14
3,4,discharge,60,298.15,0.8167,1.06434,42.573,-100.0,4.257,Aspen_Plus_v14
3,4,discharge,60,298.15,0.7962,1.0627,42.508,-100.0,4.251,Aspen_Plus_v14
3,4,discharge,60,298.15,0.7758,1.05784,42.314,-100.0,4.231,Aspen_Plus_v14
3,4,discharge,60,298.15,0.7553,1.07238,42.895,-100.0,4.29,Aspen_Plus_v14
3,4,discharge,60,298.15,0.7348,1.05947,42.379,-100.0,4.238,Aspen_Plus_v14
3,4,discharge,60,298.15,0.7143,1.0675,42.7,-100.0,4.27,Aspen_Plus_v14
